,Date,AveragePrice,Total Volume,Sales,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2,2017-12-17,1.13,646736.55,730812.3015,157024.25,154962.46,12155,322594.84,98284.78,224310.06,0,conventional,2017,Denver
3,2017-12-10,0.97,886841.87,860236.6139,150700.53,330683.28,7679.52,397778.54,131381.52,266397.02,0,conventional,2017,Denver
4,2017-12-03,1.1,849840,934824,149815,325073,9270,365682,98904,266779,0,conventional,2017,Denver
5,2017-11-26,1.36,543243,738810.48,125916,171383,12038,233907,93132,140775,0,conventional,2017,Denver
6,2017-11-19,1.13,701022,792154.86,132242,196662,15425,356693,97734,258959,0,conventional,2017,Denver
7,2017-11-12,1.03,847836,873271.08,137872,269918,8942,431105,102535,328570,0,conventional,2017,Denver
8,2017-11-05,1.07,934570.7,999990.649,122060.91,320967.57,8617.99,482924.23,89816.96,393106.16,1.11,conventional,2017,Denver
9,2017-10-29,1.2,783939.18,940727.016,130556.48,226576.7,10872.4,415933.6,92309.2,323624.4,0,conventional,2017,Denver
10,2017-10-22,1.43,638993.72,913761.0196,126273.71,238205.63,6359.85,268154.53,96160.41,171993.01,1.11,conventional,2017,Denver
11,2017-10-15,1.57,537139.26,843308.6382,126304.77,158787.1,711.14,251336.25,98271.86,153064.39,0,conventional,2017,Denver
12,2017-10-08,1.6,537932.73,860692.368,133463.1,140121.62,177.88,264170.13,102204.57,161965.56,0,conventional,2017,Denver
13,2017-10-01,1.47,605234.66,889694.9502,114291.47,249372.98,198.48,241371.73,68911.62,172460.11,0,conventional,2017,Denver
14,2017-09-24,1.6,499761.73,799618.768,125319.71,161435.81,191.97,212814.24,75919.39,136894.85,0,conventional,2017,Denver
15,2017-09-17,1.47,557213.38,819103.6686,150991.79,156645.07,2422.09,247154.43,113823.49,133330.94,0,conventional,2017,Denver
16,2017-09-10,1.56,585138.06,912815.3736,114529.62,167203.28,12806.42,290598.74,130758.05,159840.69,0,conventional,2017,Denver
17,2017-09-03,1.5,588489.26,882733.89,122402.66,165312.08,13836.18,286938.34,108570.93,176544.08,1823.33,conventional,2017,Denver
18,2017-08-27,1.1,896083.2,985691.52,122874.44,379022.88,10439.85,383746.03,99069.57,281790.9,2885.56,conventional,2017,Denver
19,2017-08-20,1.2,877603.13,1053123.756,113449.77,324067.53,13424.53,426661.3,88857.19,337802.85,1.26,conventional,2017,Denver
20,2017-08-13,1.46,635905.08,928421.4168,148506.19,198503.52,11830.22,277065.15,109341.45,165514.81,2208.89,conventional,2017,Denver
21,2017-08-06,1.43,638888.58,913610.6694,145450.77,211822.19,13541.62,268074,101540.73,163807.71,2725.56,conventional,2017,Denver
22,2017-07-30,1.19,787191.53,936757.9207,145887.05,313773.34,12960.79,314570.35,80821.91,233748.44,0,conventional,2017,Denver
23,2017-07-23,1.15,971350.62,1117053.213,149313.58,353625.53,13389.27,455022.24,86886.46,368135.78,0,conventional,2017,Denver
24,2017-07-16,1.46,642837.36,938542.5456,108383.89,207831.49,14610.86,312011.12,114962.78,196568.34,480,conventional,2017,Denver
25,2017-07-09,1.11,951407.12,1056061.9032,164106.61,267690.26,16221.33,503388.92,192191.48,309207.68,1989.76,conventional,2017,Denver
26,2017-07-02,1.19,813544.33,968117.7527,124815.87,182812.48,25202.91,480713.07,167076.97,313376.38,259.72,conventional,2017,Denver
27,2017-06-25,1.17,841763.42,984863.2014,165523.87,173432.5,20677.83,482129.22,130071.21,352058.01,0,conventional,2017,Denver
28,2017-06-18,1.14,890723.2,1015424.448,185315.8,198308.54,19386.07,487712.79,129619.04,358058.41,35.34,conventional,2017,Denver
29,2017-06-11,1.18,872407.69,1029441.0742,192091.93,212252.78,21884.68,446178.3,115180.8,330977.33,20.17,conventional,2017,Denver
30,2017-06-04,1.16,895594.9,1038890.084,198732.29,179793.41,30183.22,486885.98,200815.16,286070.82,0,conventional,2017,Denver
31,2017-05-28,1.19,835834.41,994642.9479,172557.01,175140.35,24390.21,463746.84,125061.72,338685.12,0,conventional,2017,Denver
32,2017-05-21,1.23,750701.05,923362.2915,145486.51,205774.79,16548.73,382891.02,90426.22,292464.8,0,conventional,2017,Denver
33,2017-05-14,1.23,781305.34,961005.5682,166017.34,223913.99,18080.9,373293.11,215216.26,158076.85,0,conventional,2017,Denver
34,2017-05-07,1.13,904098.6,1021631.418,147250.97,357127.75,17250.83,382469.05,272024.11,110311.61,133.33,conventional,2017,Denver
35,2017-04-30,1.33,703503.26,935659.3358,145242.61,162526.92,23984.08,371749.65,176258.22,195491.43,0,conventional,2017,Denver
36,2017-04-23,1.15,766941.79,881983.0585,162809.94,163230.47,22772.48,418128.9,88929.4,329199.5,0,conventional,2017,Denver
37,2017-04-16,1.23,813466.54,1000563.8442,164060.81,178842.29,23776.1,446787.34,103004.69,343777.65,5,conventional,2017,Denver
38,2017-04-09,1.31,704360.11,922711.7441,136193.81,164298.89,23358.01,380509.4,117825.21,262684.19,0,conventional,2017,Denver
39,2017-04-02,1.33,681540.61,906449.0113,150610.93,159643.84,22581.97,348703.87,156262.31,192441.56,0,conventional,2017,Denver
40,2017-03-26,1.42,630931.96,895923.3832,158588.8,150934.84,20052.83,301355.49,144528.42,156827.07,0,conventional,2017,Denver
41,2017-03-19,1.32,678002.96,894963.9072,152538.65,156751.57,19725.12,348987.62,142550.4,206301.11,136.11,conventional,2017,Denver
42,2017-03-12,1.32,673601.39,889153.8348,138467.07,157143.73,18699.79,359290.8,134714.53,224576.27,0,conventional,2017,Denver
43,2017-03-05,1.32,639567.49,844229.0868,142858.33,161939.15,18347.67,316422.34,148831.25,167574.42,16.67,conventional,2017,Denver
44,2017-02-26,1.15,782244.57,899581.2555,139037.76,237453.81,15021.65,390731.35,214059.39,176671.96,0,conventional,2017,Denver
45,2017-02-19,1.07,799071.01,855005.9807,153258.18,254318.67,17088.87,374405.29,150957.59,223447.7,0,conventional,2017,Denver
46,2017-02-12,0.96,821592.06,788728.3776,204917.87,291657.99,14706.94,310309.26,109877.59,200109.45,322.22,conventional,2017,Denver
47,2017-02-05,0.77,1258952.81,969393.6637,239163.63,502457.31,14680.91,502650.96,249329.75,253122.6,198.61,conventional,2017,Denver
48,2017-01-29,1.05,887964.38,932362.599,172614.57,214811.63,14725.98,485812.2,315628.11,169960.03,224.06,conventional,2017,Denver
49,2017-01-22,1.03,906838.4,934043.552,149313.21,268029.66,13355.19,476140.34,326361.97,149643.69,134.68,conventional,2017,Denver
50,2017-01-15,1.04,808771.72,841122.5888,147752.34,212522.91,18135.24,430361.23,255414.77,174946.46,0,conventional,2017,Denver
51,2017-01-08,0.92,844689.96,777114.7632,169103.67,249167.67,16470.81,409947.81,247424.23,162523.58,0,conventional,2017,Denver
52,2017-01-01,0.8,959368.84,767495.072,138364.14,336467.73,12664.38,471872.59,310280.15,161495.22,97.22,conventional,2017,Denver
0,2017-12-31,0.84,467584.3,392770.812,146333.69,91027.9,25276.56,204946.15,161600.45,41058.72,2286.98,conventional,2017,Detroit
1,2017-12-24,1.25,298146.18,372682.725,50834.19,57335.28,15610.47,174366.24,156973.49,16351.25,1041.5,conventional,2017,Detroit
2,2017-12-17,1.08,369196.72,398732.4576,60128.92,98625.18,32609.74,177832.88,149638.4,20548.33,7646.15,conventional,2017,Detroit
3,2017-12-10,1.13,311949.95,352503.4435,89161.52,44929.63,10001.86,167856.94,148544.42,16977.81,2334.71,conventional,2017,Detroit
4,2017-12-03,0.97,515907,500429.79,101693,183341,36621,194253,120011,73013,1228,conventional,2017,Detroit
5,2017-11-26,1.21,229292,277443.32,71317,40629,7259,110088,82401,27604,83,conventional,2017,Detroit
6,2017-11-19,0.99,353938,350398.62,112881,39979,7326,193752,175882,17533,338,conventional,2017,Detroit
7,2017-11-12,0.93,432903,402599.79,163957,42219,8156,218572,185753,32216,602,conventional,2017,Detroit
8,2017-11-05,1,426643.42,426643.42,154127.34,42917.02,7701.33,221897.73,204821.66,16602.19,473.88,conventional,2017,Detroit
9,2017-10-29,1.28,316276.92,404834.4576,91775.45,40457.01,8828.78,175215.68,163758.86,10728.61,728.21,conventional,2017,Detroit
10,2017-10-22,1.59,230384.71,366311.6889,57747.31,39113.6,10512.03,123011.77,106301.97,15915.31,794.49,conventional,2017,Detroit
11,2017-10-15,1.79,205378.62,367627.7298,57304.56,33515.01,10114.48,104444.57,89625.81,13124.18,1694.58,conventional,2017,Detroit
12,2017-10-08,1.94,208300.17,404102.3298,55417.49,17297.6,18345.32,117239.76,98662.02,10865.94,7711.8,conventional,2017,Detroit
13,2017-10-01,1.88,215840.47,405780.0836,56101.34,24145.02,19204.17,116389.94,99539.53,8543.94,8306.47,conventional,2017,Detroit
14,2017-09-24,1.82,234792.97,427323.2054,61575.52,32561.28,24622.65,116033.52,100643.36,4399.41,10990.75,conventional,2017,Detroit
15,2017-09-17,1.84,231672.3,426277.032,56672.38,29720.64,23010.55,122268.73,101940.75,8905.77,11422.21,conventional,2017,Detroit
16,2017-09-10,1.8,251097.79,451976.022,60774.27,32685.75,23392.18,134245.59,113843.97,9150.17,11251.45,conventional,2017,Detroit
17,2017-09-03,1.68,234930.31,394682.9208,58131.6,35365.15,25800.11,115633.45,98010.75,5328.57,12294.13,conventional,2017,Detroit
18,2017-08-27,1.32,304000.24,401280.3168,99924.49,29648.99,23558.08,150868.68,133119.35,5877.48,11871.85,conventional,2017,Detroit
19,2017-08-20,1.25,388250.81,485313.5125,113908.85,34529.25,26555.78,213256.93,191985.02,8146.65,13125.26,conventional,2017,Detroit
20,2017-08-13,1.55,286679.02,444352.481,64304.67,33590.3,27839.54,160944.51,137133.56,10425.92,13385.03,conventional,2017,Detroit
21,2017-08-06,1.25,400745.99,500932.4875,101371.87,45320.08,41542.27,212511.77,185661.19,7330.96,19519.62,conventional,2017,Detroit
22,2017-07-30,1.29,339850.04,438406.5516,114942.57,39063.15,27664.07,158180.25,133047.25,12487.18,12645.82,conventional,2017,Detroit
23,2017-07-23,1.55,267254.47,414244.4285,66396.62,40479,30384.25,129994.6,113415.54,2545.08,14033.98,conventional,2017,Detroit
24,2017-07-16,1.18,385966.55,455440.529,100370,55199.44,46609.96,183787.15,155523.04,4802.95,23461.16,conventional,2017,Detroit
25,2017-07-09,0.99,502774.82,497747.0718,119584.9,56064.04,43719.76,283406.12,232206.09,28983.01,22217.02,conventional,2017,Detroit
26,2017-07-02,1.22,392513.77,478866.7994,65065.41,63951.02,42737.51,220759.83,183724.24,16727.64,20307.95,conventional,2017,Detroit
27,2017-06-25,1.01,402914.93,406944.0793,96114.24,58116.71,14203.42,234480.56,200994.73,31937.51,1548.32,conventional,2017,Detroit
28,2017-06-18,0.85,668936.01,568595.6085,127581.26,129555.86,35982.95,375815.94,349596.64,22971.06,3248.24,conventional,2017,Detroit
29,2017-06-11,1.28,315240.72,403508.1216,71644.61,61426.82,17894.09,164275.2,159993.56,2790.35,1491.29,conventional,2017,Detroit
30,2017-06-04,1.26,361513.16,455506.5816,77883.8,57322.69,35156.7,191149.97,174009.46,12147.98,4992.53,conventional,2017,Detroit
31,2017-05-28,1.29,361905.98,466858.7142,83266.74,48464.11,42531.88,187643.25,126219.14,47266.33,14157.78,conventional,2017,Detroit
32,2017-05-21,1.32,307674.16,406129.8912,71333.9,44186.58,36112.15,156041.53,123293.61,16846.6,15901.32,conventional,2017,Detroit
33,2017-05-14,1.03,445350.61,458711.1283,110697.8,44186.84,40589.56,249876.41,225833.42,13583.47,10459.52,conventional,2017,Detroit
34,2017-05-07,0.99,625475.58,619220.8242,160714.71,82132.76,84740.62,297887.49,259510.89,12354.59,26022.01,conventional,2017,Detroit
35,2017-04-30,1.48,324983.09,480974.9732,64498.25,50224.27,37837.43,172423.14,150695.49,11326.73,10400.92,conventional,2017,Detroit
36,2017-04-23,1.46,295788.03,431850.5238,60299.3,42596.28,33427.76,159464.69,144672.71,4014.98,10777,conventional,2017,Detroit
37,2017-04-16,1.45,342545.94,496691.613,68514.24,51563.48,38761.83,183706.39,165252.92,3614.14,14839.33,conventional,2017,Detroit
38,2017-04-09,1.51,284715.12,429919.8312,64658.67,48429.11,33629.99,137997.35,123525.69,3833.22,10638.44,conventional,2017,Detroit
39,2017-04-02,1.48,288639.34,427186.2232,65914.28,45497.47,33828.6,143398.99,131639.74,3178.06,8581.19,conventional,2017,Detroit
40,2017-03-26,1.48,289107.02,427878.3896,69601.63,44602.74,30844.93,144057.72,125425.49,3129.79,15502.44,conventional,2017,Detroit
41,2017-03-19,1.48,262116.19,387931.9612,71290.38,45054.51,26987.7,118783.6,101931.36,3247.87,13604.37,conventional,2017,Detroit
42,2017-03-12,1.44,238211.13,343024.0272,73391.3,40214.51,26073.5,98531.82,80639.8,5789.02,12103,conventional,2017,Detroit
43,2017-03-05,0.97,383170.95,371675.8215,117593.23,42026.91,24897.12,198653.69,184674.65,2917.35,11061.69,conventional,2017,Detroit
44,2017-02-26,0.83,540315.74,448462.0642,133389.93,105832.88,79598.84,221494.09,186675.1,3009.89,31809.1,conventional,2017,Detroit
45,2017-02-19,1.07,311270.6,333059.542,82084.73,46507.12,20143.65,162535.1,147195.14,3389.57,11950.39,conventional,2017,Detroit
46,2017-02-12,0.74,475602.7,351945.998,148920.01,87966.44,9992.23,228724.02,212979.31,14028.85,1715.86,conventional,2017,Detroit
47,2017-02-05,0.65,797699.81,518504.8765,214826.74,228906.58,25712.14,328254.35,321790.97,6374.7,88.68,conventional,2017,Detroit
48,2017-01-29,1.01,381506.2,385321.262,125847.46,70435.94,6902.42,178320.38,174385.95,3782.91,151.52,conventional,2017,Detroit
49,2017-01-22,0.84,616589.93,517935.5412,129912.94,202323.91,25797.7,258555.38,254296.51,3810.7,448.17,conventional,2017,Detroit
50,2017-01-15,0.98,397115.64,389173.3272,124452.62,72303.07,7243.19,193116.76,181789.4,11325.64,1.72,conventional,2017,Detroit
51,2017-01-08,0.9,470643.79,423579.411,157160.74,76519.91,7819.3,229143.84,225725.06,3415.32,3.46,conventional,2017,Detroit
52,2017-01-01,0.75,480612.79,360459.5925,100364.1,165059.57,18804.24,196384.88,194306.37,2054.18,24.33,conventional,2017,Detroit
0,2017-12-31,1.09,202635.01,220872.1609,2522.84,103361.16,58453.24,38297.77,17391.94,4053.28,16852.55,conventional,2017,GrandRapids
1,2017-12-24,1.64,130735.97,214406.9908,2190.4,59470.2,28289.38,40785.99,29812.2,4900.59,6073.2,conventional,2017,GrandRapids
2,2017-12-17,1.25,162923.49,203654.3625,2042.43,74185.34,48181.44,38514.28,21582.27,3918.17,13013.84,conventional,2017,GrandRapids
3,2017-12-10,1.61,107018.62,172299.9782,2211.54,52467.15,17501.9,34838.03,25029.12,5916.44,3892.47,conventional,2017,GrandRapids
4,2017-12-03,0.99,301527,298511.73,2268,182507,65476,51277,14813,26632,9831,conventional,2017,GrandRapids
5,2017-11-26,1.65,96700,159555,1864,50330,11404,33102,22505,10417,180,conventional,2017,GrandRapids
6,2017-11-19,1.4,139279,194990.6,2688,68242,15683,52667,42924,7407,2335,conventional,2017,GrandRapids
7,2017-11-12,1.59,110784,176146.56,2585,49202,17062,41935,31462,8517,1957,conventional,2017,GrandRapids
8,2017-11-05,1.7,103715.88,176316.996,2335.02,46898.66,18583.72,35898.48,26098.52,7766.59,2033.37,conventional,2017,GrandRapids
9,2017-10-29,1.55,138190.33,214195.0115,2263.72,65813.83,21510.67,48602.11,40970.87,2846.34,4784.9,conventional,2017,GrandRapids
10,2017-10-22,1.96,97132.42,190379.5432,2538.84,37656.26,21937.7,34999.62,27100.47,2690.37,5208.78,conventional,2017,GrandRapids
11,2017-10-15,2.07,94071.58,194728.1706,3559.98,37970.75,18550.88,33989.97,27063.64,1681.88,5244.45,conventional,2017,GrandRapids
12,2017-10-08,2.19,86753.64,189990.4716,2689.21,30568.23,19624.56,33871.64,25625.39,2275.59,5970.66,conventional,2017,GrandRapids
13,2017-10-01,2.09,97411.58,203590.2022,3178.13,35898.69,19397.32,38937.44,30261.87,2715.01,5960.56,conventional,2017,GrandRapids
14,2017-09-24,1.96,113272.89,222014.8644,2101.47,48552.76,24966.57,37652.09,26290.1,3741.32,7620.67,conventional,2017,GrandRapids
15,2017-09-17,1.99,100498.79,199992.5921,1713.76,40378.99,23054.23,35351.81,25043.6,2910.5,7397.71,conventional,2017,GrandRapids
16,2017-09-10,1.86,111733.79,207824.8494,2360.3,46227.08,23127.7,40018.71,29053.6,3726.39,7238.72,conventional,2017,GrandRapids
17,2017-09-03,1.65,127147.57,209793.4905,2659.69,52612.04,28692.1,43183.74,30195.58,4062.57,8925.59,conventional,2017,GrandRapids
18,2017-08-27,1.74,112023.41,194920.7334,1978.65,45102.68,25971.21,38970.87,26953.3,3478.91,8538.66,conventional,2017,GrandRapids
19,2017-08-20,1.7,124908.76,212344.892,2503.59,47876.89,29038.08,45490.2,30576.74,5002.47,9910.99,conventional,2017,GrandRapids
20,2017-08-13,1.7,125212.99,212862.083,3912.7,48945.22,30208.75,42146.32,29466.86,3459.77,9219.69,conventional,2017,GrandRapids
21,2017-08-06,1.45,167234.75,242490.3875,2082.16,69687.29,45132.06,50333.24,31734.93,4280.74,14317.57,conventional,2017,GrandRapids
22,2017-07-30,1.63,127602.86,207992.6618,2162.74,49417.9,30794.05,45228.17,30869.15,5476.93,8882.09,conventional,2017,GrandRapids
23,2017-07-23,1.68,136088.12,228628.0416,2240.69,56572.58,33294.94,43979.91,29974.73,4228.93,9776.25,conventional,2017,GrandRapids
24,2017-07-16,1.42,169837.53,241169.2926,2520.38,70377.13,52300.71,44639.31,25053.61,4106.88,15478.82,conventional,2017,GrandRapids
25,2017-07-09,1.43,178186.11,254806.1373,2225.4,71380.42,47480.65,57099.64,38785,3403.65,14910.99,conventional,2017,GrandRapids
26,2017-07-02,1.51,192007.39,289931.1589,2073.97,71125.6,51887.02,66920.8,45887.04,4128.48,16905.28,conventional,2017,GrandRapids
27,2017-06-25,1.74,142258.18,247529.2332,2010.17,54017.53,29866.67,56363.81,42161.64,4631.35,9570.82,conventional,2017,GrandRapids
28,2017-06-18,1.29,245293.35,316428.4215,2180.87,96015.63,81813.26,65283.59,38840.79,2445.56,23997.24,conventional,2017,GrandRapids
29,2017-06-11,1.79,158876.02,284388.0758,2308.29,64251.02,34921.76,57394.95,40421.03,6310.56,10663.36,conventional,2017,GrandRapids
30,2017-06-04,1.88,162051.09,304656.0492,2254.78,74167.19,35468.43,50160.69,34931.43,7483.36,7745.9,conventional,2017,GrandRapids
31,2017-05-28,1.85,165718.77,306579.7245,1824.13,70747.33,36364.98,56782.33,41977.67,6300.99,8503.67,conventional,2017,GrandRapids
32,2017-05-21,1.88,148499.08,279178.2704,1972.51,64369.19,30992.24,51165.14,35805.71,6312.41,9047.02,conventional,2017,GrandRapids
33,2017-05-14,1.87,151273.21,282880.9027,1659.83,68015.22,33883.15,47715.01,35585.87,6715.5,5413.64,conventional,2017,GrandRapids
34,2017-05-07,1.46,254982.52,372274.4792,2037.53,134403.02,68209.7,50332.27,30912.8,6939.54,12479.93,conventional,2017,GrandRapids
35,2017-04-30,1.83,157868.62,288899.5746,2008.8,72819.17,33054.67,49985.98,36778.97,7109.08,6097.93,conventional,2017,GrandRapids
36,2017-04-23,1.67,146024.28,243860.5476,1826.18,67510.44,28859.88,47827.78,32757.4,6398.5,8671.88,conventional,2017,GrandRapids
37,2017-04-16,1.67,175861.5,293688.705,1857.22,80672.38,34537.85,58794.05,39418.9,6580.28,12794.87,conventional,2017,GrandRapids
38,2017-04-09,1.73,144360.97,249744.4781,2187.7,69915.75,29243.42,43014.1,30183.84,6762.23,6068.03,conventional,2017,GrandRapids
39,2017-04-02,1.73,140629.7,243289.381,1804.04,68299.15,25528,44998.51,31734.52,5315.48,7948.51,conventional,2017,GrandRapids
40,2017-03-26,1.71,149479.58,255610.0818,1890.37,71916.37,25542.69,50130.15,32426.3,6541.93,11161.92,conventional,2017,GrandRapids
41,2017-03-19,1.73,141712.21,245162.1233,1749.65,70210.67,23436.73,46315.16,30574,6156.07,9585.09,conventional,2017,GrandRapids
42,2017-03-12,1.73,129820.93,224590.2089,1645.17,64057.69,21287.24,42830.83,26704.25,7110.17,9016.41,conventional,2017,GrandRapids
43,2017-03-05,1.5,128203.51,192305.265,1498.24,59098.06,17801.4,49805.81,28414.03,14185.06,7206.72,conventional,2017,GrandRapids
44,2017-02-26,1.02,238305.05,243071.151,1386.96,140947.2,48369.8,47601.09,25307.14,4248.19,18045.76,conventional,2017,GrandRapids
45,2017-02-19,1.42,141775.8,201321.636,1224.48,80219.4,17743.37,42588.55,28012.65,4266.37,10309.53,conventional,2017,GrandRapids
46,2017-02-12,1.13,176589.86,199546.5418,1277.43,107963.46,8309.17,59039.8,49076.31,6314.58,3648.91,conventional,2017,GrandRapids
47,2017-02-05,0.81,391313.63,316964.0403,1573.98,298897.77,8303.14,82538.74,78260.3,3910.85,367.59,conventional,2017,GrandRapids
48,2017-01-29,1.29,168252.2,217045.338,1391.78,100681.06,5482.22,60697.14,53182.31,6877.73,637.1,conventional,2017,GrandRapids
49,2017-01-22,0.92,322366.88,296577.5296,1152.99,227003.5,12962.62,81247.77,72435.68,6021.3,2790.79,conventional,2017,GrandRapids
50,2017-01-15,1.29,166158.43,214344.3747,935.22,107348.7,2863.54,55010.97,49537.11,5423,50.86,conventional,2017,GrandRapids
51,2017-01-08,1.26,174079.23,219339.8298,1225.77,102134.85,3082.6,67636.01,60761.6,6851.61,22.8,conventional,2017,GrandRapids
52,2017-01-01,0.77,306129.4,235719.638,1217.67,224774.25,7582.69,72554.79,68737.04,3714.24,103.51,conventional,2017,GrandRapids
0,2017-12-31,0.92,4398887.92,4046976.8864,1092011.22,1740608.6,364049.45,1202218.65,927628.08,231172.74,43417.83,conventional,2017,GreatLakes
1,2017-12-24,1.3,2860693.26,3718901.238,507534.15,1076521.4,274898.24,1001739.47,812838.52,172058.17,16842.78,conventional,2017,GreatLakes
2,2017-12-17,1.22,3023285.74,3688408.6028,605188.35,1037403.48,314592.44,1066101.47,773430.02,248878.18,43793.27,conventional,2017,GreatLakes
3,2017-12-10,1.18,3258080.63,3844535.1434,609987.32,926924.56,158478.97,1562689.78,776310.65,772667.93,13711.2,conventional,2017,GreatLakes
4,2017-12-03,1.15,3837027,4412581.05,603156,1732528,317891,1183450,577048,579235,27167,conventional,2017,GreatLakes
5,2017-11-26,1.38,2254700,3111486,483896,837408,128863,804532,475224,328481,827,conventional,2017,GreatLakes
6,2017-11-19,1.23,2983690,3669938.7,581511,991256,155562,1255362,810002,438664,6697,conventional,2017,GreatLakes
7,2017-11-12,1.19,3284210,3908209.9,699961,1049661,151409,1383179,791377,585936,5866,conventional,2017,GreatLakes
8,2017-11-05,1.26,3225071.95,4063590.657,696600.38,1043530.21,144063.19,1340878.17,823843.88,510854.52,6179.77,conventional,2017,GreatLakes
9,2017-10-29,1.52,2739607.48,4164203.3696,570308.79,901889.6,159959.25,1107449.84,775312.24,319204.76,12932.84,conventional,2017,GreatLakes
10,2017-10-22,1.75,2247856.71,3933749.2425,444286.92,806545.92,170360.42,826663.45,555284.7,257991.63,13387.12,conventional,2017,GreatLakes
11,2017-10-15,1.86,2221613.58,4132201.2588,446922.8,801194.66,160272.53,813223.59,525270.57,272860.81,15092.21,conventional,2017,GreatLakes
12,2017-10-08,1.98,2063573.51,4085875.5498,419515.35,658131.8,166808.35,819118.01,531466.43,263131.15,24520.43,conventional,2017,GreatLakes
13,2017-10-01,1.89,2289168.77,4326528.9753,444534.18,780137.97,169347.13,895149.49,599057.03,269972.31,26120.15,conventional,2017,GreatLakes
14,2017-09-24,1.83,2415482.04,4420332.1332,458465.32,895147.87,165462.95,896405.9,603851.22,258959.51,33595.17,conventional,2017,GreatLakes
15,2017-09-17,1.86,2358162.43,4386182.1198,421369.74,851995.69,199189.12,885607.88,597800.84,252502.35,35304.69,conventional,2017,GreatLakes
16,2017-09-10,1.81,2589499.71,4686994.4751,441483.65,913391.31,215802.18,1018822.57,687077.09,288380.16,43365.32,conventional,2017,GreatLakes
17,2017-09-03,1.73,2638911.89,4565317.5697,445855.59,975125.15,235105.19,982825.96,641935.76,287510.2,53380,conventional,2017,GreatLakes
18,2017-08-27,1.49,2973144.04,4429984.6196,629034.1,996526.74,225401.1,1122182.1,706994.82,364885.27,50302.01,conventional,2017,GreatLakes
19,2017-08-20,1.44,3378088.25,4864447.08,666458.42,1089386.32,263855.97,1358387.54,890685.77,410469.94,57231.83,conventional,2017,GreatLakes
20,2017-08-13,1.57,2971011.18,4664487.5526,504445.27,1051826.5,264838.37,1149901.04,733843.21,352853.24,63204.59,conventional,2017,GreatLakes
21,2017-08-06,1.42,3357719.29,4767961.3918,574437.85,1199617.75,327392.03,1256271.66,832554.71,340048.81,83668.14,conventional,2017,GreatLakes
22,2017-07-30,1.44,3127451.33,4503529.9152,628374.02,1159890.3,265494.92,1073692.09,685116.12,335733.79,52842.18,conventional,2017,GreatLakes
23,2017-07-23,1.47,3014558.52,4431401.0244,557159.67,1180490.16,267511.89,1009396.8,647895.99,296531.31,64969.5,conventional,2017,GreatLakes
24,2017-07-16,1.38,3372297.92,4653771.1296,613737.91,1337473.31,342667.93,1078418.77,686341.95,302794.91,89281.91,conventional,2017,GreatLakes
25,2017-07-09,1.2,4104371.46,4925245.752,695313.32,1385858.46,373472.43,1649727.25,1093507.57,476444.72,79774.96,conventional,2017,GreatLakes
26,2017-07-02,1.18,4250394.01,5015464.9318,740503.01,1423924.97,356791.68,1729174.35,1157601.31,485376.01,86197.03,conventional,2017,GreatLakes
27,2017-06-25,1.15,3938985.06,4529832.819,718886.46,1270259.61,253074.81,1696764.18,1090179.55,563107.77,43476.86,conventional,2017,GreatLakes
28,2017-06-18,1.12,4668135.31,5228311.5472,707122.82,1685604.76,403401.16,1872006.57,1345931,448086.41,77989.16,conventional,2017,GreatLakes
29,2017-06-11,1.27,3714237.95,4717082.1965,596035.19,1338515.62,248948.07,1530739.07,867501.26,619111.8,44126.01,conventional,2017,GreatLakes
30,2017-06-04,1.33,3649478.04,4853805.7932,559144.79,1336833.13,287895.63,1465604.49,858903.25,564981.58,41719.66,conventional,2017,GreatLakes
31,2017-05-28,1.37,3562841.46,4881092.8002,580440.94,1365403.08,269625.44,1347372,776304.5,523114.36,47953.14,conventional,2017,GreatLakes
32,2017-05-21,1.34,3415474.26,4576735.5084,605625.06,1302177.14,268428.07,1239243.99,750032.2,434987.85,54223.94,conventional,2017,GreatLakes
33,2017-05-14,1.19,3901825.7,4643172.583,649626.44,1290414.96,302082.61,1659701.69,944331.4,681254.13,34116.16,conventional,2017,GreatLakes
34,2017-05-07,1.1,5308891.12,5839780.232,923002.11,1932630.68,469332.59,1983925.74,1072504.99,832296.7,79124.05,conventional,2017,GreatLakes
35,2017-04-30,1.38,3584134.9,4946106.162,633332.25,1431880.81,277355.63,1241566.21,797304.37,407221.12,37040.72,conventional,2017,GreatLakes
36,2017-04-23,1.38,3193269.98,4406712.5724,536784.83,1228762.83,224335.83,1203386.49,762724.52,400843.02,39818.95,conventional,2017,GreatLakes
37,2017-04-16,1.36,3543152.49,4818687.3864,561509.96,1337527.18,255439.7,1388675.65,937394.9,394791.96,56488.79,conventional,2017,GreatLakes
38,2017-04-09,1.41,3149013.04,4440108.3864,583906.3,1255688.28,235145.52,1074272.94,758452.66,276698,39122.28,conventional,2017,GreatLakes
39,2017-04-02,1.41,3081036.18,4344261.0138,504640.46,1212295.86,224247.43,1139852.43,723374.52,380655.17,35822.74,conventional,2017,GreatLakes
40,2017-03-26,1.42,3002195.77,4263117.9934,474956.6,1228379.13,223458.77,1075401.27,694807.1,327861.78,52732.39,conventional,2017,GreatLakes
